Team,Name,Age,G,GS,MP,FG,FGpct,threeP,threePpct,twoP,twoPpct,eFGpct,FT,FTpct,ORB,DRB,AST,STL,BLK,TOV,Pfoul,PTSperG,PG,PF,SG,SF,C,Exp,Salary
ORL,Josh Magette,30,8,0,4.8,0.6,0.333,0.1,0.25,0.5,0.364,0.367,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.6,0.5,1.5,1,0,0,0,0,1,81678
ORL,Amile Jefferson,26,18,0,4.1,0.3,0.357,0,,0.3,0.357,0.357,0.3,0.357,0.6,0.7,0.2,0.1,0.2,0.2,0.4,0.8,0,1,0,0,0,1,1519851
CHO,Devonte' Graham,24,63,53,35.1,5.8,0.382,3.5,0.373,2.4,0.397,0.495,3,0.82,0.7,2.7,7.5,1,0.2,2.9,1.8,18.2,1,0,0,0,0,1,1416852
CHO,Terry Rozier,25,63,63,34.3,6.3,0.423,2.7,0.407,3.6,0.436,0.514,2.6,0.874,0.8,3.6,4.1,1,0.2,2.2,2,18,1,0,0,0,0,4,19894737
CHO,Miles Bridges,21,65,64,30.7,4.9,0.424,1.5,0.33,3.4,0.486,0.489,1.6,0.809,1.4,4.2,1.8,0.6,0.7,1.5,2,13,0,0,0,1,0,1,3755400
CHO,P.J. Washington,21,58,57,30.3,4.6,0.455,1.5,0.374,3.1,0.507,0.528,1.5,0.647,1,4.4,2.1,0.9,0.8,1.6,2.7,12.2,0,1,0,0,0,0,3831840
CHO,Cody Zeller,27,58,39,23.1,4.3,0.524,0.3,0.24,4,0.577,0.543,2.1,0.682,2.8,4.3,1.5,0.7,0.4,1.3,2.4,11.1,0,0,0,0,1,6,14471910
CHO,Nicolas Batum,31,22,3,23,1.3,0.346,0.6,0.286,0.6,0.438,0.432,0.4,0.9,1.1,3.4,3,0.8,0.4,1,1.9,3.6,0,0,0,1,0,11,25565217
CHO,Malik Monk,21,55,1,21.3,3.9,0.434,1.1,0.284,2.8,0.542,0.494,1.5,0.82,0.5,2.4,2.1,0.5,0.3,1.4,1.3,10.3,0,0,1,0,0,2,4028400
CHO,Marvin Williams,33,41,1,19.7,2.3,0.448,1.1,0.376,1.2,0.538,0.552,1,0.86,0.4,2.3,1,0.6,0.5,0.6,1.7,6.7,0,1,0,0,0,14,956349
CHO,Bismack Biyombo,27,53,29,19.4,2.8,0.543,0,,2.8,0.543,0.543,1.7,0.603,2.3,3.5,0.9,0.2,0.9,0.9,2.2,7.4,0,0,0,0,1,8,17000000
CHO,Cody Martin,24,48,3,18.8,1.9,0.43,0.4,0.234,1.5,0.546,0.473,0.9,0.646,0.8,2.5,2,0.8,0.2,0.9,1.6,5,0,0,0,1,0,0,1173310
CHO,Jalen McDaniels,22,16,0,18.3,2.1,0.471,0.6,0.375,1.5,0.522,0.536,0.9,0.824,0.9,3.1,0.8,0.5,0.2,0.7,2.3,5.6,0,0,0,1,0,0,898310
CHO,Dwayne Bacon,24,39,11,17.6,2.2,0.348,0.5,0.284,1.7,0.373,0.387,0.9,0.66,0.4,2.2,1.3,0.6,0.1,0.9,1.3,5.7,0,0,1,0,0,2,1618520
CHO,Caleb Martin,24,18,1,17.6,2.1,0.44,1.1,0.541,0.9,0.362,0.56,0.9,0.81,0.6,1.6,1.3,0.7,0.4,0.8,1.8,6.2,0,0,0,1,0,0,898310
CHO,Michael Kidd-Gilchrist,26,12,0,13.3,1.5,0.34,0.4,0.294,1.1,0.361,0.387,0.6,0.778,0.8,2.2,0.8,0,0.3,0.6,1.5,4,0,1,0,0,0,7,12189237
CHO,Willy Hernangómez,25,31,0,12.1,2.4,0.532,0.2,0.227,2.2,0.59,0.55,1.2,0.627,1.4,2.9,0.9,0.3,0.2,1,1,6.1,0,0,0,0,1,3,1676735
CHO,Joe Chealey,24,4,0,8.3,0,0,0,0,0,0,0,0.5,1,0,0,0.3,1,0,0.5,0.5,0.5,1,0,0,0,0,1,163356
WAS,Bradley Beal,26,57,57,36,10.4,0.455,3,0.353,7.4,0.515,0.52,6.8,0.842,0.9,3.3,6.1,1.2,0.4,3.4,2.2,30.5,1,0,0,0,0,1,27093019
WAS,Rui Hachimura,21,48,48,30.1,5.3,0.466,0.5,0.287,4.8,0.5,0.489,2.4,0.829,1.6,4.5,1.8,0.8,0.2,1.1,2.2,13.5,0,1,0,0,0,13,4469160
WAS,Dāvis Bertāns,27,54,4,29.3,4.9,0.434,3.7,0.424,1.2,0.471,0.598,1.9,0.852,0.6,3.9,1.7,0.7,0.6,1.1,2.6,15.4,0,0,1,0,0,3,7000000
WAS,Ish Smith,31,68,23,26.3,4.5,0.447,0.9,0.367,3.6,0.473,0.492,0.9,0.721,0.4,2.8,4.9,0.9,0.4,1.4,1.6,10.9,0,1,0,0,0,0,6000000
WAS,Thomas Bryant,22,46,36,24.9,5.3,0.581,0.8,0.407,4.5,0.63,0.626,1.9,0.741,2.1,5.1,1.8,0.5,1.1,1.2,2.2,13.2,0,0,1,0,0,1,8000000
WAS,Shabazz Napier,28,20,10,24.4,3.7,0.428,1.5,0.358,2.3,0.489,0.512,2.7,0.831,0.5,2,3.8,1.5,0.2,2.6,2,11.6,1,0,0,0,0,5,1845301
WAS,Jerome Robinson,22,21,5,24,3.3,0.397,1.4,0.349,1.9,0.443,0.483,1.4,0.763,0.4,2.9,2,0.7,0.4,1.1,2.7,9.4,0,0,1,0,0,1,3567720
WAS,Isaiah Thomas,30,40,37,23.1,4.4,0.408,2,0.413,2.4,0.405,0.5,1.6,0.816,0.3,1.4,3.7,0.3,0.2,1.9,1.9,12.2,0,1,0,0,0,0,2320044
WAS,Jordan McRae,28,29,4,22.6,4.6,0.42,1.4,0.377,3.2,0.441,0.483,2.2,0.771,0.6,3,2.8,0.7,0.5,1.3,2.1,12.8,0,0,1,0,0,3,1645357
WAS,Ian Mahinmi,33,38,35,21.3,2.7,0.495,0.1,0.192,2.6,0.538,0.507,1.8,0.619,2.1,3.7,1.3,0.8,1.2,1.2,3,7.4,0,0,0,0,1,3,15450051
WAS,Isaac Bonga,20,66,49,18.9,1.8,0.504,0.4,0.352,1.4,0.571,0.558,1,0.812,1.1,2.3,1.2,0.7,0.3,0.9,2.4,5,0,0,0,1,0,8,1416852
WAS,Moritz Wagner,22,45,5,18.6,3.2,0.545,0.6,0.313,2.7,0.645,0.592,1.7,0.821,1.2,3.6,1.2,0.6,0.4,1.5,3.4,8.7,0,0,0,0,1,4,2063520
WAS,Anžejs Pasečņiks,24,27,0,16.2,2.3,0.526,0,0,2.3,0.54,0.526,1.3,0.586,1.6,2.4,0.7,0.3,0.4,0.9,2.8,5.8,0,0,1,0,0,1,482144
WAS,C.J. Miles,32,10,0,16.1,1.9,0.322,1.1,0.314,0.8,0.333,0.415,1.5,0.75,0.4,0.8,1.2,1,0.4,0.4,1.4,6.4,0,0,1,0,0,3,8730158
WAS,Jerian Grant,27,6,0,13.3,1.7,0.37,0.3,0.25,1.3,0.421,0.407,0.8,0.714,0.3,0.7,1.5,0.2,0.2,0.5,1.8,4.5,1,0,0,0,0,2,196288
WAS,Jarrod Uthoff,26,3,0,13,2,0.545,1,0.6,1,0.5,0.682,0,,0.3,1.3,0,0,0,0,0.3,5,0,1,0,0,0,1,163356
WAS,Johnathan Williams,24,15,6,12,1.3,0.559,0,0,1.3,0.594,0.559,0.5,0.538,1.6,2.7,0.5,0.1,0.5,0.3,1.1,3,0,1,0,0,0,2,106181
WAS,Admiral Schofield,22,33,2,11.2,1.1,0.38,0.6,0.311,0.5,0.516,0.484,0.3,0.667,0.2,1.2,0.5,0.2,0.1,0.2,1.5,3,0,0,0,1,0,0,1000000
WAS,Justin Robinson,22,9,0,5.4,0.6,0.417,0.3,0.6,0.2,0.286,0.542,0,,0.1,0.4,0.8,0,0.1,0.3,0.2,,0,0,0,0,1,2,395866
CHI,Zach LaVine,24,60,60,34.8,9,0.45,3.1,0.38,5.9,0.497,0.526,4.5,0.802,0.7,4.1,4.2,1.5,0.5,3.4,2.2,25.5,0,0,1,0,0,5,19500000
CHI,Lauri Markkanen,22,50,50,29.8,5,0.425,2.2,0.344,2.8,0.518,0.517,2.5,0.824,1.2,5.1,1.5,0.8,0.5,1.6,1.9,14.7,0,1,0,0,0,2,5300400
CHI,Tomáš Satoranský,28,65,64,28.9,3.6,0.43,1,0.322,2.7,0.491,0.488,1.6,0.876,1.2,2.7,5.4,1.2,0.1,2,2.1,9.9,0,0,1,0,0,3,10000000
CHI,Coby White,19,65,1,25.8,4.8,0.394,2,0.354,2.8,0.43,0.478,1.6,0.791,0.4,3.1,2.7,0.8,0.1,1.7,1.8,13.2,1,0,0,0,0,0,5307120
CHI,Kris Dunn,25,51,32,24.9,3,0.444,0.6,0.259,2.4,0.535,0.487,0.8,0.741,0.5,3.2,3.4,2,0.3,1.3,3.1,7.3,1,0,0,0,0,3,5348007
CHI,Thaddeus Young,31,64,16,24.9,4.2,0.448,1.2,0.356,3,0.501,0.513,0.7,0.583,1.5,3.5,1.8,1.4,0.4,1.6,2.1,10.3,0,1,0,0,0,12,12900000
CHI,Otto Porter,26,14,9,23.6,4.4,0.443,1.7,0.387,2.7,0.487,0.529,1.4,0.704,0.9,2.5,1.8,1.1,0.4,0.8,2.2,11.9,0,0,0,1,0,6,27250576
CHI,Chandler Hutchison,23,28,10,18.8,2.9,0.457,0.4,0.316,2.4,0.496,0.491,1.6,0.59,0.6,3.2,0.9,1,0.3,1,1.7,7.8,0,0,0,1,0,1,2332320
CHI,Cristiano Felício,27,22,0,17.5,1.5,0.63,0,0,1.5,0.654,0.63,0.8,0.783,2.5,2.1,0.7,0.5,0.1,0.8,1.5,3.9,0,0,0,0,1,4,8156500
CHI,Ryan Arcidiacono,25,58,4,16,1.6,0.409,0.9,0.391,0.6,0.439,0.532,0.5,0.711,0.3,1.6,1.7,0.5,0.1,0.6,1.7,4.5,1,0,0,0,0,2,3000000
CHI,Luke Kornet,24,36,14,15.5,2.3,0.439,0.9,0.287,1.4,0.646,0.521,0.6,0.714,0.6,1.7,0.9,0.3,0.7,0.4,1.5,6,0,0,0,0,1,2,2250000
CHI,Daniel Gafford,21,43,7,14.2,2.2,0.701,0,,2.2,0.701,0.701,0.7,0.533,1.2,1.3,0.5,0.3,1.3,0.7,2.3,5.1,0,0,0,0,1,0,898310
CHI,Denzel Valentine,26,36,5,13.6,2.7,0.409,1.3,0.336,1.4,0.51,0.506,0.2,0.75,0.3,1.8,1.2,0.7,0.2,0.7,1.4,6.8,0,0,0,1,0,2,3377569
CHI,Shaquille Harrison,26,43,10,11.3,1.8,0.467,0.4,0.381,1.4,0.496,0.515,0.9,0.78,0.5,1.5,1.1,0.8,0.4,0.4,1.3,4.9,0,0,1,0,0,2,898310
CHI,Max Strus,23,2,0,3,1,0.667,0,0,1,1,0.667,0.5,1,0.5,0,0,0,0,0,0.5,2.5,0,0,0,1,0,0,415414
NYK,Julius Randle,25,64,64,32.5,7.2,0.46,1,0.277,6.2,0.515,0.492,4,0.733,2.4,7.4,3.1,0.8,0.3,3,2.8,19.5,0,1,0,0,0,5,18000000
NYK,Marcus Morris,30,43,43,32.3,6.5,0.442,2.7,0.439,3.8,0.444,0.533,3.8,0.823,1.1,4.3,1.4,0.8,0.4,1.7,3,19.6,0,1,0,0,0,8,15000000
NYK,RJ Barrett,19,56,55,30.4,5.2,0.402,1.1,0.32,4.1,0.432,0.445,2.8,0.614,0.9,4.1,2.6,1,0.3,2.2,2.2,14.3,0,0,1,0,0,0,7839960
NYK,Elfrid Payton,25,45,36,27.7,4.3,0.439,0.3,0.203,4,0.482,0.455,1.1,0.57,1.2,3.6,7.2,1.6,0.4,2.1,2,10,1,0,0,0,0,5,8000000
NYK,Maurice Harkless,26,12,10,23.8,2.5,0.455,0.6,0.28,1.9,0.561,0.508,1.3,0.625,0.7,2.7,1.7,0.8,0.3,0.6,2.3,6.8,0,1,0,0,0,7,11511234
NYK,Reggie Bullock,28,29,19,23.6,3.1,0.402,1.3,0.333,1.8,0.469,0.484,0.6,0.81,0.4,1.9,1.4,0.9,0.1,0.7,1.9,8.1,0,0,1,0,0,6,4000000
NYK,Mitchell Robinson,21,61,7,23.1,4.1,0.742,0,,4.1,0.742,0.742,1.4,0.568,3,4,0.6,0.9,2,0.6,3.2,9.7,0,0,0,0,1,1,1559712
NYK,Bobby Portis,24,66,5,21.1,4,0.45,1,0.358,3,0.493,0.507,1.1,0.763,1.2,3.9,1.5,0.5,0.3,1.1,1.7,10.1,0,1,0,0,0,4,15000000
NYK,Frank Ntilikina,21,57,26,20.8,2.3,0.393,0.8,0.321,1.5,0.444,0.459,0.9,0.864,0.4,1.7,3,0.9,0.3,1.2,2.5,6.3,1,0,0,0,0,2,4855800
NYK,Kevin Knox,20,65,4,17.9,2.2,0.359,1,0.327,1.2,0.391,0.44,1,0.653,0.4,2.4,0.9,0.4,0.4,0.7,1.6,6.4,0,0,0,1,0,1,4380120
NYK,Damyean Dotson,25,48,0,17.4,2.5,0.414,1.2,0.362,1.3,0.48,0.516,0.5,0.667,0.2,1.7,1.2,0.5,0.1,0.4,0.9,6.7,0,0,1,0,0,2,1618520
NYK,Taj Gibson,34,62,56,16.5,2.7,0.584,0.1,0.286,2.6,0.599,0.591,0.7,0.732,1.8,2.5,0.8,0.4,0.5,0.8,2,6.1,0,0,0,0,1,10,9800000
NYK,Wayne Ellington,32,36,1,15.5,1.7,0.351,1.4,0.35,0.3,0.355,0.494,0.3,0.846,0.1,1.7,1.2,0.4,0.1,0.5,1.1,5.1,0,0,1,0,0,10,8000000
NYK,Allonzo Trier,24,24,1,12.1,2.1,0.481,0.8,0.358,1.3,0.604,0.571,1.4,0.791,0.3,1,1.2,0.1,0.2,0.9,1.2,6.5,0,0,1,0,0,1,3551100
NYK,Ignas Brazdeikis,21,9,0,5.9,0.7,0.273,0.1,0.111,0.6,0.385,0.295,0.4,0.8,0.2,0.3,0.4,0,0.1,0.2,0.3,1.9,0,0,0,1,0,0,898310
DET,Andre Drummond,26,49,48,33.8,7.3,0.53,0,0.048,7.3,0.546,0.531,3,0.584,4.6,11.2,2.8,2,1.7,3.6,3.6,17.8,0,0,0,0,1,7,27093019
DET,Luke Kennard,23,28,25,32.9,5.4,0.442,2.6,0.399,2.8,0.491,0.548,2.4,0.893,0.3,3.2,4.1,0.4,0.2,1.5,2.3,15.8,0,0,1,0,0,2,3827160
DET,Blake Griffin,30,18,18,28.4,4.9,0.352,1.5,0.243,3.4,0.439,0.406,4.2,0.776,0.9,3.7,3.3,0.4,0.4,2.2,1.5,15.5,0,1,0,0,0,9,34234964
DET,Bruce Brown,23,58,43,28.2,3.4,0.443,0.6,0.344,2.8,0.47,0.48,1.5,0.739,1.1,3.7,4,1.1,0.5,1.7,2.8,8.9,1,0,0,0,0,1,1416852
DET,Tony Snell,28,59,57,27.8,2.9,0.445,1.7,0.402,1.2,0.531,0.579,0.5,1,0.2,1.7,2.2,0.5,0.3,0.5,1.7,8,0,0,0,1,0,6,11392857
DET,Reggie Jackson,29,14,10,27.2,5.4,0.384,2.2,0.378,3.2,0.388,0.462,1.9,0.788,0.8,2.1,5.1,0.6,0.1,1.6,1.5,14.9,0,0,1,0,0,8,17286956
DET,Derrick Rose,31,50,15,26,7.4,0.49,0.9,0.306,6.5,0.535,0.52,2.4,0.871,0.5,1.9,5.6,0.8,0.3,2.5,1,18.1,1,0,0,0,0,10,7317073
DET,Langston Galloway,28,66,6,25.8,3.6,0.435,2,0.399,1.6,0.493,0.557,1.1,0.859,0.5,1.8,1.5,0.7,0.2,0.6,1.5,10.3,0,0,1,0,0,5,7333333
DET,Brandon Knight,28,9,3,24.6,3.4,0.383,2.9,0.388,0.6,0.357,0.543,1.8,0.762,0.1,2.2,4.2,0.6,0.1,2.4,2.2,11.6,0,0,1,0,0,7,15643750
DET,Jordan McRae,28,4,0,24.5,3.5,0.326,0.8,0.188,2.8,0.407,0.36,4,0.727,0,3.8,1.8,0,0,1.3,2.5,11.8,0,0,1,0,0,3,1645357
DET,Sviatoslav Mykhailiuk,22,56,27,22.6,3,0.41,2.1,0.404,0.9,0.425,0.552,1,0.814,0.3,1.6,1.9,0.7,0.1,1.1,1.6,9,0,0,0,1,0,1,1416852
DET,Markieff Morris,30,44,16,22.5,4,0.45,1.7,0.397,2.3,0.5,0.546,1.4,0.772,0.5,3.4,1.6,0.6,0.3,1.6,2.4,11,0,1,0,0,0,8,2241808
DET,Christian Wood,24,62,12,21.4,4.6,0.567,0.9,0.386,3.8,0.636,0.62,2.9,0.744,1.7,4.6,1,0.5,0.9,1.4,1.6,13.1,0,1,0,0,0,3,1645357
DET,Sekou Doumbouya,19,38,19,19.8,2.4,0.39,0.7,0.286,1.7,0.464,0.449,0.8,0.674,0.5,2.6,0.5,0.5,0.2,0.9,2.1,6.4,0,1,0,0,0,0,3285120
DET,John Henson,29,11,6,17.1,3.1,0.667,0.2,0.4,2.9,0.696,0.686,0.5,0.462,1.3,3.1,1,0.7,0.9,1.4,2.1,6.9,0,0,0,0,1,7,9732396
DET,Tim Frazier,29,27,11,13.1,1.3,0.362,0.4,0.333,0.9,0.375,0.415,0.7,0.792,0.3,0.9,3.4,0.5,0.1,1.3,1.6,3.6,1,0,0,0,0,5,1882867
DET,Thon Maker,22,60,14,12.9,1.6,0.482,0.4,0.344,1.2,0.55,0.539,1.2,0.664,0.9,1.9,0.7,0.4,0.7,0.8,1.7,4.7,0,0,0,0,1,3,3569643
DET,Donta Hall,22,4,0,12,0.3,0.25,0,,0.3,0.25,0.25,1,0.667,1.5,2.3,0.5,0.3,0.3,0.5,2.3,1.5,0,1,0,0,0,0,101504
DET,Derrick Walton,24,3,0,8.7,0.3,0.333,0.3,0.333,0,,0.5,0,,0,0.3,1.7,1,0,0.3,0.7,1,1,0,0,0,0,1,81678
DET,Khyri Thomas,23,8,0,7.6,0.6,0.294,0.6,0.357,0,0,0.441,0.3,0.5,0.1,0,0.4,0.4,0,0.4,1.1,2.1,0,0,1,0,0,1,1416852
ATL,Trae Young,21,60,60,35.3,9.1,0.437,3.4,0.361,5.7,0.501,0.519,8,0.86,0.5,3.7,9.3,1.1,0.1,4.8,1.7,29.6,1,0,0,0,0,1,6273000
ATL,John Collins,22,41,41,33.2,8.6,0.583,1.4,0.401,7.2,0.642,0.632,2.9,0.8,2.8,7.3,1.5,0.8,1.6,1.8,3.4,21.6,0,1,0,0,0,2,2686560
ATL,De'Andre Hunter,22,63,62,32,4.4,0.41,1.7,0.355,2.7,0.454,0.489,1.7,0.764,0.7,3.8,1.8,0.7,0.3,1.6,2.9,12.3,0,0,0,1,0,0,7068360
ATL,Kevin Huerter,21,56,48,31.4,4.5,0.413,2.3,0.38,2.2,0.453,0.517,0.9,0.828,0.6,3.4,3.8,0.9,0.5,1.6,2.5,12.2,0,0,1,0,0,1,2636280
ATL,Cam Reddish,20,58,34,26.7,3.7,0.384,1.4,0.332,2.2,0.428,0.459,1.7,0.802,0.6,3.1,1.5,1.1,0.5,1.7,2.3,10.5,0,0,0,1,0,0,4245720
ATL,Jabari Parker,24,32,23,26.2,6.2,0.504,1,0.27,5.2,0.601,0.543,1.7,0.736,1.7,4.3,1.8,1.3,0.5,1.9,2.9,15,0,1,0,0,0,5,6500000
ATL,Dewayne Dedmon,30,10,8,23.3,3.3,0.393,0.8,0.222,2.5,0.521,0.44,0.7,0.875,1.4,6.8,0.7,1,1.5,1,4,8.1,0,0,0,0,1,6,13333334
ATL,DeAndre' Bembry,25,43,4,21.3,2.4,0.456,0.3,0.231,2.1,0.546,0.489,0.6,0.542,0.8,2.7,1.9,1.3,0.4,1.4,2,5.8,0,0,1,0,0,3,2603982
ATL,Jeff Teague,31,25,4,20.8,2.7,0.412,0.4,0.333,2.3,0.43,0.442,1.9,0.887,0.5,1.7,4,0.8,0.2,1.6,1.4,7.7,1,0,0,0,0,10,19000000
ATL,Allen Crabbe,27,28,1,18.6,1.9,0.364,1.1,0.323,0.8,0.44,0.469,0.3,0.75,0.4,2,1,0.5,0.1,0.4,1.3,5.1,0,0,0,1,0,6,17818456
ATL,Alex Len,26,40,9,18.6,3.6,0.546,0.4,0.25,3.2,0.627,0.573,1.3,0.63,1.7,4,1.1,0.5,0.8,1,2.3,8.7,0,0,0,0,1,6,4160000
ATL,Damian Jones,24,55,27,16.1,2.2,0.68,0,0.222,2.2,0.704,0.685,1.1,0.738,1.3,2.4,0.6,0.5,0.7,0.5,2.7,5.6,0,0,0,0,1,3,2305057
ATL,Vince Carter,43,60,0,14.6,1.8,0.352,1,0.302,0.8,0.451,0.452,0.4,0.793,0.3,1.8,0.8,0.4,0.4,0.6,1.5,5,0,1,0,0,0,21,2564753
ATL,Evan Turner,31,19,0,13.2,1.3,0.373,0,0,1.3,0.403,0.373,0.6,0.857,0.4,1.6,2,0.5,0.4,1.4,1.1,3.3,0,0,1,0,0,9,18606557
ATL,Bruno Fernando,21,56,13,12.7,1.8,0.518,0.1,0.135,1.8,0.605,0.53,0.5,0.569,1.2,2.3,0.9,0.3,0.3,0.8,1.9,4.3,0,0,0,0,1,0,1400000
ATL,Brandon Goodwin,24,34,1,12.6,2.2,0.4,0.8,0.299,1.5,0.485,0.468,0.8,0.933,0.3,1.8,1.5,0.4,0.1,0.9,1.3,6.1,1,0,0,0,0,1,522738
ATL,Treveon Graham,26,22,0,12.1,1.1,0.373,0.6,0.351,0.5,0.4,0.47,0.4,0.474,1,1.3,0.7,0.3,0.2,0.5,1.6,3.3,0,0,0,1,0,3,1645357
ATL,Tyrone Wallace,25,14,0,11.4,1,0.318,0.1,0.067,0.9,0.448,0.33,0.8,0.647,0.2,1.4,0.9,0.5,0.1,0.7,1.4,2.9,0,0,1,0,0,2,502491
ATL,Chandler Parsons,31,5,0,10.8,1,0.278,0.8,0.286,0.2,0.25,0.389,0,,0.2,1.2,0.6,0.8,0.2,0.6,0.6,2.8,0,1,0,0,0,8,25102511
CLE,Collin Sexton,21,65,65,33,7.9,0.472,1.5,0.38,6.4,0.501,0.517,3.5,0.846,0.9,2.2,3,1,0.1,2.4,2.2,20.8,1,0,0,0,0,1,4764960
CLE,Kevin Love,31,56,56,31.8,5.8,0.45,2.6,0.374,3.2,0.537,0.55,3.3,0.854,1,8.8,3.2,0.6,0.3,2.5,1.6,17.6,0,1,0,0,0,11,28942830
CLE,Darius Garland,20,59,59,30.9,4.7,0.401,1.8,0.355,3,0.434,0.476,1.1,0.875,0.5,1.4,3.9,0.7,0.1,2.6,1.6,12.3,0,0,1,0,0,0,6400920
CLE,Tristan Thompson,28,57,51,30.2,5.1,0.512,0.2,0.391,4.9,0.518,0.52,1.7,0.615,4,6.2,2.1,0.6,0.9,1.8,2.2,12,0,1,0,0,0,8,18539130
CLE,Cedi Osman,24,65,65,29.4,4.1,0.437,1.9,0.383,2.2,0.497,0.538,1,0.67,0.6,3,2.4,0.8,0.2,1.4,2.5,11,0,0,0,1,0,2,2907143
CLE,Andre Drummond,26,8,8,28.1,7.3,0.552,0.5,0.286,6.8,0.593,0.571,2.5,0.513,3,8.1,1.8,1.5,1.4,3.6,3.1,17.5,0,0,0,0,1,7,27093019
CLE,Jordan Clarkson,27,29,0,23,5,0.442,2,0.371,2.9,0.509,0.532,2.6,0.884,0.7,1.7,2.4,0.6,0.3,1.3,1.1,14.6,0,0,1,0,0,5,13437500
CLE,Dante Exum,24,24,1,16.8,1.9,0.479,0.5,0.351,1.4,0.559,0.547,1.3,0.732,0.4,1.9,1.4,0.5,0.3,0.9,1.3,5.6,0,0,1,0,0,4,9600000
CLE,Brandon Knight,28,16,0,15.1,1.8,0.326,1.2,0.297,0.6,0.409,0.436,0.3,0.308,0.2,1.1,1.9,0.3,0.1,1,1.3,4.9,0,0,1,0,0,7,15643750
CLE,Alfonzo McKinnie,27,40,1,14.8,1.8,0.427,0.4,0.215,1.5,0.557,0.468,0.6,0.71,0.9,1.9,0.4,0.6,0.2,0.7,1.8,4.6,0,0,0,1,0,2,2391985
CLE,Matthew Dellavedova,29,57,4,14.4,1.1,0.354,0.4,0.231,0.7,0.488,0.414,0.6,0.865,0.3,1,3.2,0.4,0,1,1.4,3.1,1,0,0,0,0,6,9607500
CLE,John Henson,29,29,2,14.2,2.1,0.508,0.2,0.194,1.9,0.618,0.533,0.6,0.515,1.1,2.8,1.5,0.6,1.1,0.7,1.9,5,0,0,0,0,1,7,9732396
CLE,Ante Žižić,23,22,0,10,1.9,0.569,0,,1.9,0.569,0.569,0.6,0.737,0.8,2.2,0.3,0.3,0.2,0.5,1.2,4.4,0,0,0,0,1,2,2281800
CLE,Dean Wade,23,12,0,5.9,0.8,0.692,0.2,0.5,0.6,0.778,0.769,0,0,0.3,1.3,0.2,0.2,0.3,0.3,0.7,1.7,0,1,0,0,0,0,375000
CLE,Malik Newman,22,1,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,65978
CLE,Tyler Cook,22,11,0,3.2,0.6,0.7,0,,0.6,0.7,0.7,0.5,0.833,0.4,0.5,0.1,0.1,0,0.1,0.4,1.7,0,0,0,1,0,0,151504
CLE,Marques Bolden,21,1,0,3,0,,0,,0,,,0,,0,2,0,1,0,0,1,0,0,0,0,0,1,0,50752
CLE,J.P. Macura,24,1,0,1,0,,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,106184
LAL,LeBron James,35,67,67,34.6,9.6,0.493,2.2,0.348,7.4,0.564,0.55,3.9,0.693,1,6.9,10.2,1.2,0.5,3.9,1.8,25.3,1,0,0,0,0,16,37436858
LAL,Anthony Davis,26,62,62,34.4,8.9,0.503,1.2,0.33,7.7,0.546,0.536,7.2,0.846,2.3,7,3.2,1.5,2.3,2.5,2.5,26.1,0,1,0,0,0,7,27093019
LAL,Kentavious Caldwell-Pope,26,69,26,25.5,3.4,0.467,1.3,0.385,2.1,0.541,0.558,1.1,0.775,0.6,1.5,1.6,0.8,0.2,0.9,1.9,9.3,0,0,1,0,0,6,8089282
LAL,Kyle Kuzma,24,61,9,25,4.8,0.436,1.4,0.316,3.4,0.518,0.5,1.9,0.735,0.9,3.6,1.3,0.5,0.4,1.5,2.1,12.8,0,1,0,0,0,2,1974600
LAL,Danny Green,32,68,68,24.8,2.9,0.416,1.8,0.367,1.1,0.524,0.542,0.5,0.688,0.8,2.6,1.3,1.3,0.5,0.9,2,8,0,0,1,0,0,10,14634146
LAL,Avery Bradley,29,49,44,24.2,3.5,0.444,1.3,0.364,2.2,0.51,0.526,0.4,0.833,0.4,2,1.3,0.9,0.1,1,2.2,8.6,0,0,1,0,0,9,4767000
LAL,Dion Waiters,28,7,0,23.6,4.4,0.425,1,0.233,3.4,0.558,0.473,2,0.875,0.3,1.6,2.4,0.6,0.6,1.9,2.3,11.9,0,0,1,0,0,7,503656
LAL,Rajon Rondo,33,48,3,20.5,2.9,0.418,0.9,0.328,2,0.473,0.48,0.6,0.659,0.5,2.5,5,0.8,0,1.9,1.2,7.1,1,0,0,0,0,13,2564753
LAL,Dwight Howard,34,69,2,18.9,2.9,0.729,0,0.6,2.9,0.732,0.735,1.6,0.514,2.5,4.9,0.7,0.4,1.1,1.2,3.2,7.5,0,0,0,0,1,15,2564753
LAL,Alex Caruso,25,64,2,18.4,1.9,0.412,0.6,0.333,1.3,0.468,0.481,1.1,0.734,0.3,1.7,1.9,1.1,0.3,0.8,1.5,5.5,1,0,0,0,0,2,2750000
LAL,JaVale McGee,32,68,68,16.6,2.9,0.637,0,0.5,2.8,0.64,0.642,0.8,0.646,1.8,3.9,0.5,0.5,1.4,0.8,2.3,6.6,0,0,0,0,1,11,4000000
LAL,Markieff Morris,30,14,1,14.2,2,0.406,0.9,0.333,1.1,0.5,0.5,0.4,0.833,1.1,2.1,0.6,0.4,0.4,0.4,2.1,5.3,0,1,0,0,0,8,2241808
