Team,Name,Age,G,GS,MP,FG,FGpct,threeP,threePpct,twoP,twoPpct,eFGpct,FT,FTpct,ORB,DRB,AST,STL,BLK,TOV,Pfoul,PTSperG,PG,PF,SG,SF,C,Exp,Salary
LAL,Talen Horton-Tucker,19,6,1,13.5,2.3,0.467,0.7,0.308,1.7,0.588,0.533,0.3,0.5,0.3,0.8,1,1.3,0.2,1,1.7,5.7,0,0,1,0,0,0,898310
LAL,J.R. Smith,34,6,0,13.2,1.2,0.318,0.2,0.091,1,0.545,0.341,0.3,1,0,0.8,0.5,0.2,0,0.7,0.8,2.8,0,0,1,0,0,15,1456667
LAL,Quinn Cook,26,44,1,11.5,2.1,0.425,0.7,0.365,1.4,0.465,0.498,0.3,0.786,0.3,0.9,1.1,0.3,0,0.8,0.6,5.1,1,0,0,0,0,3,3000000
LAL,Troy Daniels,28,41,0,11.1,1.5,0.392,1,0.357,0.5,0.478,0.519,0.2,0.625,0.3,0.8,0.3,0.2,0.1,0.2,0.7,4.2,0,0,1,0,0,6,2028594
LAL,Jared Dudley,34,45,1,8.1,0.5,0.4,0.4,0.429,0.1,0.333,0.55,0,1,0.1,1,0.6,0.3,0.1,0.2,0.9,1.5,0,1,0,0,0,12,2564753
LAL,Zach Norvell,22,2,0,2.5,0,0,0,,0,0,0,0,,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,50752
LAC,Kawhi Leonard,28,57,57,32.4,9.3,0.47,2.2,0.378,7.2,0.506,0.524,6.2,0.886,0.9,6.1,4.9,1.8,0.6,2.6,2,27.1,0,0,0,1,0,8,32742000
LAC,Paul George,29,48,48,29.6,7.1,0.439,3.3,0.412,3.9,0.464,0.539,4,0.876,0.5,5.2,3.9,1.4,0.4,2.6,2.4,21.5,0,0,1,0,0,9,33005556
LAC,Marcus Morris,30,19,19,28.9,3.9,0.425,1.4,0.31,2.5,0.533,0.5,0.9,0.818,0.6,3.5,1.4,0.7,0.7,1.3,2.7,10.1,0,1,0,0,0,8,15000000
LAC,Lou Williams,33,65,8,28.7,6,0.418,1.7,0.352,4.3,0.451,0.477,4.5,0.861,0.5,2.6,5.6,0.7,0.2,2.8,1.2,18.2,1,0,0,0,0,14,8000000
LAC,Montrezl Harrell,26,63,2,27.8,7.5,0.58,0,0,7.5,0.593,0.58,3.7,0.658,2.6,4.5,1.7,0.6,1.1,1.7,2.3,18.6,0,0,0,0,1,4,6000000
LAC,Landry Shamet,22,53,30,27.4,3,0.404,2.1,0.375,0.9,0.495,0.546,1.2,0.855,0.1,1.8,1.9,0.4,0.2,0.8,2.7,9.3,0,0,1,0,0,1,1995120
LAC,Patrick Beverley,31,51,50,26.3,2.9,0.431,1.6,0.388,1.3,0.496,0.548,0.6,0.66,1.1,4.1,3.6,1.1,0.5,1.3,3.1,7.9,1,0,0,0,0,7,12345679
LAC,Maurice Harkless,26,50,38,22.8,2.2,0.516,0.5,0.37,1.7,0.59,0.578,0.5,0.571,0.9,3.1,1,1,0.6,0.9,2.4,5.5,0,1,0,0,0,7,11511234
LAC,Reggie Jackson,29,17,6,21.3,3.4,0.453,1.5,0.413,1.9,0.492,0.555,1.1,0.905,0.4,2.6,3.2,0.3,0.2,1.6,2.2,9.5,0,0,1,0,0,8,17286956
LAC,JaMychal Green,29,63,1,20.7,2.4,0.429,1.5,0.387,0.9,0.518,0.56,0.6,0.75,1.2,4.9,0.8,0.5,0.4,0.9,2.8,6.8,0,1,0,0,0,5,4767000
LAC,Ivica Zubac,22,72,70,18.4,3.3,0.613,0,0,3.3,0.616,0.613,1.7,0.747,2.7,4.8,1.1,0.2,0.9,0.8,2.3,8.3,0,0,0,0,1,3,6481482
LAC,Rodney McGruder,28,56,4,15.6,1.3,0.398,0.4,0.27,0.9,0.522,0.464,0.3,0.559,0.5,2.2,0.6,0.5,0.1,0.4,1.3,3.3,0,0,1,0,0,3,4807693
LAC,Patrick Patterson,30,59,18,13.2,1.6,0.408,1.1,0.39,0.5,0.459,0.552,0.6,0.814,0.6,2,0.7,0.1,0.1,0.4,0.9,4.9,0,1,0,0,0,9,2331593
LAC,Jerome Robinson,22,42,1,11.3,1.1,0.338,0.5,0.284,0.6,0.391,0.408,0.3,0.579,0.1,1.3,1.1,0.3,0.2,0.6,1.3,2.9,0,0,1,0,0,1,3567720
LAC,Joakim Noah,34,5,0,10,0.8,0.5,0,,0.8,0.5,0.5,1.2,0.75,1,2.2,1.4,0.2,0.2,1.2,1.8,2.8,0,0,0,0,1,12,6431666
LAC,Derrick Walton,24,23,1,9.7,0.7,0.472,0.4,0.429,0.3,0.533,0.597,0.3,0.778,0.1,0.6,1,0.2,0,0.2,0.8,2.2,1,0,0,0,0,1,81678
LAC,Terance Mann,23,41,6,8.8,0.9,0.468,0.2,0.35,0.7,0.508,0.513,0.4,0.667,0.2,1.1,1.3,0.3,0.1,0.4,1.1,2.4,0,0,0,1,0,0,1000000
LAC,Mfiondu Kabengele,22,12,0,5.3,1.2,0.438,0.8,0.45,0.4,0.417,0.578,0.4,1,0.1,0.8,0.2,0.2,0.2,0.2,0.8,3.5,0,0,0,0,1,0,1977000
DEN,Will Barton,29,58,58,33,5.7,0.45,1.9,0.375,3.9,0.498,0.523,1.8,0.767,1.3,5,3.7,1.1,0.5,1.5,2.1,15.1,0,0,0,1,0,7,12776786
DEN,Jamal Murray,22,59,59,32.3,6.9,0.456,1.9,0.346,5,0.519,0.519,2.8,0.881,0.8,3.2,4.8,1.1,0.3,2.2,1.7,18.5,1,0,0,0,0,3,4444746
DEN,Nikola Jokić,24,73,73,32,7.7,0.528,1.1,0.314,6.6,0.594,0.565,3.4,0.817,2.3,7.5,7,1.2,0.6,3.1,3,19.9,0,0,0,0,1,4,26573595
DEN,Gary Harris,25,56,55,31.8,3.9,0.42,1.3,0.333,2.6,0.479,0.487,1.3,0.815,0.5,2.4,2.1,1.4,0.3,1.1,2.1,10.4,0,0,1,0,0,5,17839286
DEN,Jerami Grant,25,71,24,26.6,4.3,0.478,1.4,0.389,2.9,0.537,0.555,2.1,0.75,0.8,2.7,1.2,0.7,0.8,0.9,2.2,12,0,1,0,0,0,5,9346153
DEN,Paul Millsap,34,51,48,24.3,4.1,0.482,1.1,0.435,3.1,0.5,0.543,2.3,0.816,1.9,3.8,1.6,0.9,0.6,1.4,2.9,11.6,0,1,0,0,0,13,30500000
DEN,Monte Morris,24,73,12,22.4,3.6,0.459,0.9,0.378,2.7,0.495,0.517,1,0.843,0.3,1.5,3.5,0.8,0.2,0.7,1,9,1,0,0,0,0,2,1588231
DEN,Torrey Craig,29,58,27,18.5,2.1,0.461,0.8,0.326,1.4,0.603,0.545,0.4,0.611,1.1,2.2,0.8,0.4,0.6,0.4,2.3,5.4,0,0,0,1,0,2,2000000
DEN,Malik Beasley,23,41,0,18.2,2.9,0.389,1.4,0.36,1.4,0.421,0.485,0.8,0.868,0.2,1.7,1.2,0.8,0.1,0.9,1.2,7.9,0,0,1,0,0,3,2731714
DEN,Mason Plumlee,29,61,1,17.3,2.9,0.615,0,0,2.9,0.625,0.615,1.4,0.535,1.6,3.6,2.5,0.5,0.6,1.3,2.3,7.2,0,0,0,0,1,6,14041096
DEN,PJ Dozier,23,29,0,14.2,2.2,0.414,0.6,0.347,1.7,0.444,0.468,0.7,0.724,0.3,1.6,2.2,0.5,0.2,0.9,1.6,5.8,0,0,1,0,0,2,183115
DEN,Keita Bates-Diop,24,7,0,14,1.9,0.464,0.4,0.333,1.4,0.526,0.518,1.1,0.8,0.6,1.9,0,0.3,0.6,0.4,1,5.3,0,1,0,0,0,1,1416852
DEN,Troy Daniels,28,6,0,12.7,1.7,0.357,1,0.3,0.7,0.5,0.464,0,,0,1,0.5,0.5,0,0.5,1.2,4.3,0,0,1,0,0,6,2028594
DEN,Juan Hernangómez,24,34,0,12.4,1.1,0.345,0.4,0.25,0.7,0.46,0.414,0.5,0.64,0.7,2.1,0.6,0.1,0.1,0.5,0.9,3.1,0,1,0,0,0,3,3321030
DEN,Tyler Cook,22,2,0,9.5,0.5,0.5,0,,0.5,0.5,0.5,1,1,1,1,0,1,0,1,0.5,2,0,0,0,1,0,0,151504
DEN,Jordan McRae,28,4,0,8,0.5,0.333,0.5,0.5,0,0,0.5,0.8,0.75,0.3,1,1,0.5,0.3,0,0.5,2.3,0,0,1,0,0,3,1645357
DEN,Jarred Vanderbilt,20,9,0,4.6,0.6,0.714,0,,0.6,0.714,0.714,0,,0.3,0.6,0.2,0.3,0.1,0.8,0.7,1.1,0,1,0,0,0,1,1416852
DEN,Noah Vonleh,24,7,0,4.3,0.7,0.833,0.1,1,0.6,0.8,0.917,0.3,0.5,0.4,0.7,0.3,0,0,0.3,0.6,1.9,0,0,0,0,1,5,2000000
DEN,Vlatko Čančar,22,14,0,3.2,0.4,0.4,0.1,0.167,0.4,0.556,0.433,0.3,1,0.4,0.4,0.2,0.1,0.1,0.2,0.5,1,0,1,0,0,0,0,898310
HOU,James Harden,30,68,68,36.5,9.9,0.444,4.4,0.355,5.5,0.556,0.543,10.2,0.865,1,5.5,7.5,1.8,0.9,4.5,3.3,34.3,0,0,1,0,0,10,38199000
HOU,Russell Westbrook,31,57,57,35.9,10.6,0.472,1,0.258,9.6,0.514,0.493,5.1,0.763,1.8,6.2,7,1.6,0.4,4.5,3.5,27.2,0,1,0,0,0,13,38506482
HOU,P.J. Tucker,34,72,72,34.3,2.5,0.415,1.5,0.358,1,0.551,0.541,0.5,0.813,1.6,5.1,1.6,1.1,0.5,1,3.2,6.9,0,1,0,0,0,8,8349039
HOU,Robert Covington,29,22,21,33,4,0.392,2.4,0.315,1.6,0.61,0.509,1.1,0.8,1.2,6.8,1.5,1.6,2.2,1.4,3.3,11.6,0,1,0,0,0,6,11301219
HOU,Clint Capela,25,39,39,32.8,6.3,0.629,0,,6.3,0.629,0.629,1.4,0.529,4.3,9.5,1.2,0.8,1.8,1.6,2.6,13.9,0,0,0,0,1,5,14896552
HOU,Danuel House,26,63,52,30.4,3.7,0.427,2,0.363,1.6,0.549,0.546,1.2,0.811,0.9,3.3,1.3,1.1,0.5,0.9,2.1,10.5,0,0,0,1,0,3,3540000
HOU,Eric Gordon,31,36,15,28.2,4.8,0.369,2.7,0.317,2.1,0.469,0.473,2.3,0.766,0.3,1.7,1.5,0.6,0.4,1.2,1.9,14.4,0,0,0,1,0,11,14057730
HOU,Austin Rivers,27,68,4,23.4,3.1,0.421,1.4,0.356,1.7,0.498,0.517,1.1,0.703,0.4,2.2,1.7,0.7,0.1,0.7,1.9,8.8,0,0,1,0,0,7,2174318
HOU,Ben McLemore,26,71,23,22.8,3.4,0.444,2.5,0.4,0.9,0.656,0.61,0.7,0.746,0.3,1.9,0.8,0.6,0.2,0.7,2.2,10.1,0,0,0,1,0,6,2028594
HOU,Jeff Green,33,18,2,22.6,4.7,0.564,1.6,0.354,3.1,0.8,0.658,1.3,0.857,0.6,2.3,1.7,0.8,0.5,0.8,2.4,12.2,0,0,0,0,1,11,840427
HOU,DeMarre Carroll,33,9,0,17.2,1.8,0.432,0.6,0.25,1.2,0.647,0.5,1.9,0.773,0.6,2.1,1.6,0.7,0.3,0.8,1.3,6,0,0,0,1,0,10,811447
HOU,Gary Clark,25,18,0,11.8,1.3,0.39,1,0.353,0.3,0.625,0.542,0.3,0.857,0.6,1.6,0.7,0.1,0.4,0.1,1.2,3.9,0,1,0,0,0,1,718765
HOU,Isaiah Hartenstein,21,23,2,11.6,1.9,0.657,0,0,1.9,0.71,0.657,0.8,0.679,1.3,2.7,0.8,0.4,0.5,0.7,1.8,4.7,0,0,0,0,1,1,1416852
HOU,Thabo Sefolosha,35,41,0,10.6,0.9,0.407,0.4,0.278,0.5,0.595,0.489,0.1,0.375,0.5,1.8,0.6,0.6,0.3,0.4,1,2.2,0,1,0,0,0,13,2564753
HOU,Chris Clemons,22,33,0,8.8,1.7,0.401,1.1,0.346,0.6,0.571,0.532,0.3,0.909,0.1,0.8,0.8,0.3,0.2,0.6,0.8,4.9,0,0,1,0,0,0,563347
HOU,Tyson Chandler,37,26,5,8.4,0.5,0.778,0,,0.5,0.778,0.778,0.2,0.462,1,1.6,0.2,0.2,0.3,0.3,1.2,1.3,0,0,0,0,1,18,2564753
HOU,Luc Mbah a Moute,33,3,0,8.3,0.7,0.4,0,0,0.7,0.667,0.4,0.3,0.5,0.3,0.3,0,0.7,0,0.3,0,1.7,0,1,0,0,0,11,289803
HOU,Ryan Anderson,31,2,0,7,1,0.286,0.5,0.2,0.5,0.5,0.357,0,,0,3.5,1,0.5,0,0.5,0.5,2.5,0,0,0,0,1,11,5214583
HOU,Bruno Caboclo,24,8,0,6.5,1.3,0.5,0.3,0.25,1,0.667,0.55,0.8,1,0.8,1.3,0.3,0.6,0.6,0.8,1,3.5,0,0,0,0,1,5,1845301
OKC,Shai Gilgeous-Alexander,21,70,70,34.7,6.8,0.471,1.2,0.347,5.6,0.512,0.514,4.1,0.807,0.7,5.2,3.3,1.1,0.7,1.9,1.7,19,0,0,1,0,0,1,3952920
OKC,Chris Paul,34,70,70,31.5,6.2,0.489,1.6,0.365,4.6,0.554,0.552,3.6,0.907,0.4,4.6,6.7,1.6,0.2,2.3,2.3,17.6,1,0,0,0,0,14,38506482
OKC,Dennis Schröder,26,65,2,30.8,7,0.469,1.9,0.385,5,0.513,0.534,3,0.839,0.3,3.3,4,0.7,0.2,2.6,2.2,18.9,0,0,1,0,0,6,15500000
OKC,Danilo Gallinari,31,62,62,29.6,5.8,0.438,2.9,0.405,2.9,0.476,0.547,4.3,0.893,0.5,4.6,1.9,0.7,0.1,1.2,1.2,18.7,0,1,0,0,0,10,22615559
OKC,Steven Adams,26,63,63,26.7,4.5,0.592,0,0.333,4.5,0.594,0.593,1.9,0.582,3.3,6,2.3,0.8,1.1,1.5,1.9,10.9,0,0,0,0,1,6,25842697
OKC,Luguentz Dort,20,36,28,22.8,2.4,0.394,0.8,0.297,1.6,0.479,0.463,1.2,0.792,0.7,1.6,0.8,0.9,0.1,0.6,2.7,6.8,0,0,0,1,0,0,155647
OKC,Terrance Ferguson,21,56,38,22.4,1.4,0.355,0.9,0.292,0.5,0.558,0.466,0.3,0.75,0.4,0.9,0.9,0.5,0.3,0.6,2.8,3.9,0,0,0,1,0,2,2475840
OKC,Hamidou Diallo,21,46,3,19.5,2.9,0.446,0.3,0.281,2.5,0.485,0.473,0.8,0.603,1,2.7,0.8,0.8,0.2,1.1,2.2,6.9,0,0,0,1,0,1,1416852
OKC,Darius Bazley,19,61,9,18.5,2,0.394,0.8,0.348,1.2,0.432,0.472,0.7,0.694,0.5,3.5,0.7,0.4,0.7,0.7,0.9,5.6,0,1,0,0,0,0,2284800
OKC,Nerlens Noel,25,61,7,18.5,3,0.684,0,0.333,3,0.688,0.686,1.3,0.755,1.5,3.4,0.9,1,1.5,1.1,2.7,7.4,0,0,0,0,1,5,2028594
OKC,Abdel Nader,26,55,6,15.8,2.2,0.468,0.9,0.375,1.4,0.556,0.559,0.9,0.773,0.3,1.6,0.7,0.4,0.4,0.8,1.4,6.3,0,0,0,1,0,2,1618520
OKC,Andre Roberson,28,7,0,12.4,1.1,0.276,0.4,0.214,0.7,0.333,0.328,0.1,0.5,1,2.9,0.6,0.1,0.4,0.3,1.9,2.9,0,0,0,1,0,5,10740741
OKC,Mike Muscala,28,47,2,12.2,1.6,0.407,1.1,0.378,0.5,0.5,0.55,0.4,0.818,0.3,2,0.9,0.2,0.3,0.4,1.2,4.8,0,0,0,0,1,6,2028594
OKC,Deonte Burton,26,39,0,9.1,1.1,0.344,0.3,0.189,0.8,0.458,0.384,0.2,0.571,0.2,1.3,0.4,0.2,0.3,0.5,0.9,2.7,0,0,0,1,0,1,1416852
OKC,Justin Patton,22,5,0,4.8,0.8,0.4,0.2,0.25,0.6,0.5,0.45,0,,0.2,0.8,0.4,0,0,0.4,0.8,1.8,0,0,0,0,1,2,183115
OKC,Isaiah Roby,21,3,0,3.7,0,0,0,,0,0,0,0,,0,0.7,0,0,0,0.3,0.3,0,0,1,0,0,0,0,1500000
UTA,Rudy Gobert,27,68,68,34.3,5.7,0.693,0,,5.7,0.693,0.693,3.7,0.63,3.4,10.1,1.5,0.8,2,1.9,3.2,15.1,0,1,0,0,0,13,25008427
UTA,Donovan Mitchell,23,69,69,34.3,8.7,0.449,2.5,0.366,6.2,0.494,0.513,4,0.863,0.8,3.6,4.3,1,0.2,2.7,2.5,24,0,1,0,0,0,3,3635760
UTA,Bojan Bogdanović,30,63,63,33.1,6.6,0.447,3,0.414,3.6,0.479,0.548,4,0.903,0.6,3.5,2.1,0.5,0.1,2.5,1.7,20.2,0,1,0,0,0,4,17000000
UTA,Joe Ingles,32,72,45,29.7,3.4,0.445,2,0.399,1.5,0.525,0.572,1,0.787,0.4,3.5,5.2,0.9,0.2,2,2.1,9.8,0,0,0,1,0,5,11954546
UTA,Mike Conley,32,47,41,29,4.9,0.409,2,0.375,2.9,0.437,0.494,2.4,0.827,0.7,2.5,4.4,0.8,0.1,2,2.2,14.4,0,0,0,1,0,1,32511623
UTA,Royce O'Neale,26,71,62,28.9,2.2,0.433,1.3,0.377,0.9,0.545,0.559,0.6,0.764,0.4,5.1,2.5,0.8,0.5,0.9,2.8,6.3,0,1,0,0,0,4,1618520
UTA,Jordan Clarkson,27,42,2,24.7,6,0.462,2.2,0.366,3.7,0.547,0.548,1.5,0.785,0.7,2.1,1.6,0.7,0.2,1.4,1.8,15.6,0,0,1,0,0,5,13437500
UTA,Jeff Green,33,30,2,18.4,2.5,0.385,1.1,0.327,1.4,0.451,0.472,1.6,0.778,0.5,2.2,0.7,0.4,0.3,0.9,1.5,7.8,0,0,0,0,1,11,840427
UTA,Emmanuel Mudiay,23,54,2,15.7,2.8,0.462,0.6,0.345,2.2,0.504,0.508,1.2,0.759,0.3,2,2.1,0.4,0.2,1.4,1.3,7.3,1,0,0,0,0,1,1737145
UTA,Georges Niang,26,66,1,14,2.1,0.438,1.4,0.4,0.8,0.526,0.578,0.3,0.833,0.2,1.7,0.7,0.3,0.1,0.5,1.1,5.9,1,0,0,0,0,11,1678854
UTA,Tony Bradley,22,58,3,11.4,2.2,0.667,0.1,1,2.1,0.661,0.675,0.5,0.652,1.9,2.7,0.4,0.2,0.6,0.5,2,4.9,0,0,1,0,0,3,1962360
UTA,Miye Oni,22,10,1,10.9,1.2,0.375,0.7,0.368,0.5,0.385,0.484,0.4,0.8,0.5,1.2,0.4,0.4,0.2,0.4,0.9,3.5,0,0,0,0,1,1,898310
UTA,Ed Davis,30,28,1,10.8,0.8,0.478,0,,0.8,0.478,0.478,0.3,0.5,1.3,2.5,0.4,0.4,0.3,0.5,2.2,1.8,0,0,0,1,0,1,4767000
UTA,Rayjon Tucker,22,20,0,8.1,1,0.465,0.2,0.176,0.9,0.654,0.5,1,0.826,0.2,0.9,0.3,0.1,0.1,0.4,0.5,3.1,1,0,0,0,0,4,578573
UTA,Dante Exum,24,11,0,7.5,0.9,0.435,0.2,0.333,0.7,0.471,0.478,0.2,1,0.3,0.8,0.6,0.1,0.2,0.9,0.7,2.2,0,0,1,0,0,4,9600000
UTA,Juwan Morgan,22,21,0,6.4,0.7,0.577,0.1,0.375,0.6,0.667,0.635,0.1,0.75,0.5,0.9,0.3,0,0.1,0.3,0.9,1.7,0,0,0,0,1,5,746054
UTA,Nigel Williams-Goss,25,10,0,5,0.5,0.313,0.2,0.286,0.3,0.333,0.375,0.2,1,0.2,0.4,0.6,0.3,0.1,0.3,0.6,1.4,0,0,0,0,1,0,1500000
UTA,Stanton Kidd,27,4,0,3.8,0,0,0,0,0,0,0,0,,0,0.8,0.3,0,0,0.5,0.8,0,0,1,0,0,0,4,250000
DAL,Luka Dončić,20,61,61,33.6,9.5,0.463,2.8,0.316,6.7,0.574,0.531,7,0.758,1.3,8.1,8.8,1,0.2,4.3,2.5,28.8,1,0,0,0,0,1,7683360
DAL,Kristaps Porziņģis,24,57,57,31.8,7,0.427,2.5,0.352,4.5,0.484,0.503,4,0.799,1.8,7.7,1.8,0.7,2,1.6,3.2,20.4,0,0,0,0,1,3,27285000
DAL,Dorian Finney-Smith,26,71,68,29.9,3.4,0.466,1.6,0.376,1.8,0.589,0.575,1.1,0.722,2,3.7,1.6,0.6,0.5,1,2.5,9.5,0,1,0,0,0,3,4000000
DAL,Dwight Powell,28,40,37,26.5,3.7,0.638,0.3,0.256,3.4,0.716,0.659,1.9,0.667,1.9,3.8,1.5,0.9,0.6,0.9,2.6,9.4,0,0,0,0,1,5,10259375
DAL,Maxi Kleber,28,74,21,25.5,3.2,0.461,1.6,0.373,1.6,0.605,0.577,1.1,0.849,1.5,3.7,1.2,0.3,1.1,0.8,2.4,9.1,0,1,0,0,0,2,8000000
DAL,Seth Curry,29,64,25,24.6,4.4,0.495,2.3,0.452,2.2,0.549,0.621,1.3,0.825,0.4,1.8,1.9,0.6,0.1,1,1.8,12.4,0,0,1,0,0,5,7461380
DAL,Trey Burke,27,8,1,23.9,4.4,0.427,2,0.432,2.4,0.422,0.524,1.3,0.909,0.1,1.8,3.8,1.1,0.1,1.1,1.5,12,1,0,0,0,0,6,2028594
DAL,Delon Wright,27,73,5,21.5,2.6,0.462,0.6,0.37,2,0.504,0.519,1.1,0.77,1,2.9,3.3,1.2,0.3,1,1.3,6.9,1,0,0,0,0,4,9473684
DAL,Jalen Brunson,23,57,16,17.9,3.2,0.466,0.8,0.358,2.4,0.515,0.522,1.1,0.813,0.4,2,3.3,0.4,0.1,1.2,1.3,8.2,1,0,0,0,0,1,1416852
DAL,Justin Jackson,24,65,3,16.1,2.1,0.396,0.7,0.294,1.3,0.489,0.466,0.6,0.84,0.4,2,0.8,0.2,0.2,0.2,1.1,5.5,0,1,0,0,0,2,3280920
DAL,J.J. Barea,35,29,6,15.5,2.9,0.411,1.1,0.376,1.8,0.434,0.488,0.7,0.909,0.3,1.5,3.9,0.2,0.1,1.3,0.9,7.7,1,0,0,0,0,13,2564753
DAL,Courtney Lee,34,24,9,14.4,1.7,0.488,0.9,0.447,0.8,0.543,0.616,0.3,0.857,0.3,1,0.5,0.8,0.3,0.5,1.4,4.5,0,0,1,0,0,11,12759670
DAL,Willie Cauley-Stein,26,13,2,12.1,2.4,0.689,0,0,2.4,0.705,0.689,0.4,0.556,1,3.6,0.8,0.3,0.8,0.4,1.5,5.2,0,0,0,0,1,4,2177483
DAL,Boban Marjanović,31,44,5,9.6,2.8,0.573,0.1,0.235,2.7,0.603,0.583,1,0.754,1.5,3,0.5,0.2,0.2,0.7,1.3,6.6,0,0,0,0,1,4,3500000
DAL,Michael Kidd-Gilchrist,26,13,0,9.3,0.3,0.308,0,0,0.3,0.4,0.308,0.3,0.8,0.4,2.1,0.3,0.2,0.2,0.7,1.5,0.9,0,1,0,0,0,7,12189237
POR,Damian Lillard,29,66,66,37.5,9.5,0.463,4.1,0.401,5.4,0.524,0.563,7,0.888,0.5,3.8,8,1.1,0.3,2.9,1.7,30,1,0,0,0,0,7,29802321
POR,CJ McCollum,28,70,70,36.5,8.7,0.451,2.8,0.379,6,0.494,0.522,2,0.757,0.7,3.6,4.4,0.8,0.6,1.8,2.6,22.2,0,0,1,0,0,6,27556959
POR,Trevor Ariza,34,21,21,33.4,3.7,0.491,1.6,0.4,2.1,0.595,0.597,2,0.872,0.6,4.1,2,1.6,0.4,1.3,2.3,11,0,0,0,1,0,15,12200000
POR,Carmelo Anthony,35,58,58,32.8,5.8,0.43,1.5,0.385,4.3,0.448,0.485,2.3,0.845,1.2,5.1,1.5,0.8,0.5,1.7,2.9,15.4,0,1,0,0,0,16,2159029
POR,Jusuf Nurkić,25,8,8,31.6,6.8,0.495,0.3,0.2,6.5,0.525,0.505,3.9,0.886,2.9,7.4,4,1.4,2,2.4,4.9,17.6,0,0,0,0,1,5,12000000
POR,Hassan Whiteside,30,67,61,30,6.5,0.621,0.1,0.571,6.4,0.622,0.624,2.4,0.686,3.9,9.7,1.2,0.4,2.9,1.8,2.9,15.5,0,0,0,0,1,7,27093018
POR,Rodney Hood,27,21,21,29.5,4.1,0.506,1.7,0.493,2.5,0.515,0.608,1,0.778,0.5,3,1.5,0.8,0.2,0.9,2.2,11,0,0,0,1,0,5,5718000
POR,Zach Collins,22,11,11,26.4,2.9,0.471,0.6,0.368,2.3,0.51,0.522,0.5,0.75,2.3,4,1.5,0.5,0.5,1.3,3.3,7,0,1,0,0,0,2,4240200
POR,Kent Bazemore,30,43,21,25.8,2.6,0.347,1.3,0.327,1.3,0.368,0.433,1.3,0.806,0.3,3.7,1.4,1,0.7,1.4,2.8,7.9,0,0,0,1,0,7,19269662
POR,Anfernee Simons,20,70,4,20.7,3.1,0.399,1.1,0.332,2,0.448,0.469,1.1,0.826,0.4,1.8,1.4,0.4,0.1,0.9,1.9,8.3,0,0,1,0,0,1,2149560
POR,Skal Labissière,23,33,1,17.2,2.5,0.551,0.1,0.231,2.4,0.582,0.561,0.8,0.758,2,3.2,1.3,0.2,0.9,0.9,2.7,5.8,0,0,0,0,1,3,2338847
POR,Anthony Tolliver,34,33,9,16.8,1.3,0.368,0.9,0.337,0.4,0.464,0.496,0.4,0.684,0.8,2.5,0.9,0.2,0.3,0.6,1.6,3.9,0,1,0,0,0,11,434704
POR,Mario Hezonja,24,53,4,16.4,1.7,0.422,0.5,0.308,1.3,0.486,0.477,0.9,0.814,0.6,2.9,0.9,0.7,0.2,0.8,2,4.8,0,1,0,0,0,4,1737145
POR,Caleb Swanigan,22,20,1,13.3,1.3,0.605,0,0,1.3,0.634,0.605,0.4,0.533,1.3,3.4,1.5,0.1,0.3,1.6,2.7,3,0,1,0,0,0,2,2033160
POR,Nassir Little,19,48,5,11.9,1.4,0.43,0.3,0.237,1.1,0.554,0.477,0.6,0.636,0.6,1.6,0.5,0.3,0.3,0.3,1.5,3.6,0,1,0,0,0,0,2105520
POR,Wenyen Gabriel,22,19,1,9.2,0.8,0.484,0.3,0.417,0.5,0.526,0.565,0.5,0.75,0.9,1.3,0.3,0.4,0.3,0.6,1.7,2.3,0,1,0,0,0,0,1445697
MEM,Ja Morant,20,67,67,31,6.7,0.477,0.9,0.335,5.8,0.511,0.509,3.6,0.776,0.8,3.1,7.3,0.9,0.3,3.3,1.6,17.8,1,0,0,0,0,0,8730240
MEM,Jae Crowder,29,45,45,29.4,3.3,0.368,1.7,0.293,1.5,0.519,0.466,1.7,0.789,0.9,5.3,2.8,1,0.3,1.2,1.9,9.9,0,0,0,1,0,7,7815533
MEM,Dillon Brooks,24,73,73,28.9,6,0.407,2,0.358,3.9,0.438,0.476,2.2,0.808,0.9,2.4,2.1,0.9,0.4,1.7,3.8,16.2,0,0,1,0,0,2,1618520
MEM,Jonas Valančiūnas,27,70,70,26.4,6.2,0.585,0.5,0.352,5.7,0.617,0.606,2.1,0.74,3,8.2,1.9,0.4,1.1,1.8,2.6,14.9,0,0,0,0,1,7,16000000
MEM,Brandon Clarke,23,58,4,22.4,5.1,0.618,0.4,0.359,4.7,0.658,0.642,1.5,0.759,1.6,4.4,1.4,0.6,0.8,0.9,1.7,12.1,0,1,0,0,0,0,2478840
MEM,Kyle Anderson,26,67,28,19.9,2.3,0.474,0.4,0.282,2,0.541,0.511,0.8,0.667,0.9,3.4,2.4,0.8,0.6,1,1.7,5.8,0,0,0,1,0,5,9073050
MEM,De'Anthony Melton,21,60,8,19.5,2.7,0.401,0.7,0.286,2,0.464,0.451,1.6,0.769,0.7,3,2.9,1.3,0.3,1.4,1.8,7.6,1,0,0,0,0,1,1416852
MEM,Tyus Jones,23,65,6,19,3,0.459,0.7,0.379,2.3,0.492,0.514,0.7,0.741,0.1,1.4,4.4,0.9,0.1,0.8,0.7,7.4,1,0,0,0,0,4,8408000
